,endereço,bairro,point_location,latitude,longitude
2608,"R. Heitor Penteado, 220 - Sumaré, São Paulo - SP, 05438-000, Brazil",Sumaré,"23 32m 58.29s S, 46 40m 54.124s W",-23.549525,-46.6817011
2609,"R. Dep. João Sussumu Hirata, 566 - Vila Andrade, São Paulo - SP, 05715-010, Brazil",Vila Andrade,"23 37m 42.4132s S, 46 43m 55.074s W",-23.6285885,-46.7320214
2610,"Rua Itapimirum, 915 - Vila Andrade, São Paulo - SP, 05724-005, Brazil",Vila Andrade,"23 37m 55.8149s S, 46 43m 57.639s W",-23.6320602,-46.7328415
2611,"R. Gironda, 166 - Jardim Paulista, São Paulo - SP, 01435-040, Brazil",Jardim Paulista,"23 34m 45.8972s S, 46 40m 12.4972s W",-23.5794712,-46.6700669
2612,"Rua Dr. Gabriel dos Santos, 541 - Santa Cecilia, São Paulo - SP, 01231-011, Brazil",Santa Cecilia,"23 32m 13.8782s S, 46 39m 34.8368s W",-23.537177,-46.6597443
2613,"Rua Otto de Barros, 32 - Vila Santo Estefano, São Paulo - SP, 04152-050, Brazil",Vila Santo Estefano,"23 37m 22.5469s S, 46 37m 38.7692s W",-23.6229314,-46.6276214
2614,"R. das Uvaias, 65 - Vila da Saúde, São Paulo - SP, 04055-110, Brazil",Vila da Saúde,"23 37m 11.2498s S, 46 38m 25.3475s W",-23.6197114,-46.6404614
2615,"Rua Dona Luísa Júlia, 35 - Itaim Bibi, São Paulo - SP, 04542-020, Brazil",Itaim Bibi,"23 35m 8.14992s S, 46 40m 26.09s W",-23.5857304,-46.6739671
2616,"Av. Diógenes Ribeiro de Lima, 2361 - Alto de Pinheiros, São Paulo - SP, 05458-001, Brazil",Alto de Pinheiros,"23 32m 26.4538s S, 46 43m 5.57112s W",-23.5406634,-46.7182035
2617,"R. Pedroso Alvarenga, 198 - Itaim Bibi, São Paulo - SP, 04531-000, Brazil",Itaim Bibi,"23 34m 48.3236s S, 46 40m 21.7312s W",-23.5801143,-46.6726702
2618,"Rua Tabapuã, 721 - Itaim Bibi, São Paulo - SP, 04533-012, Brazil",Itaim Bibi,"23 35m 1.5144s S, 46 40m 39.1188s W",-23.583754,-46.677533
2619,"Condomínio Edifício Maison de Provence - Av. Aratãs, 285 - Indianópolis, São Paulo - SP, 04081-001, Brazil",Indianópolis,"23 36m 32.0306s S, 46 39m 47.9851s W",-23.6089249,-46.6633588
2620,"Av. Aratãs, 564 - Indianópolis, São Paulo - SP, 04081-002, Brazil",Indianópolis,"23 36m 38.4437s S, 46 39m 41.5714s W",-23.6105168,-46.661546
2621,"R. Brasília, 46 - Itaim Bibi, São Paulo - SP, 04534-040, Brazil",Itaim Bibi,"23 34m 57.6944s S, 46 40m 21.0745s W",-23.582666,-46.672449
2622,"R. Derval, 196 - Vila Mascote, São Paulo - SP, 04362-050, Brazil",Vila Mascote,"23 38m 42.4712s S, 46 40m 8.04828s W",-23.6451264,-46.668878
2623,"R. Artur Sabóia, 328 - Paraíso, São Paulo - SP, 04104-060, Brazil",Paraíso,"23 34m 39.0166s S, 46 38m 16.4252s W",-23.5775434,-46.6376935
2624,"Cond Edifício Paco Real - R. Bela Cintra, 2183 - Consolação, São Paulo - SP, 01415-009, Brazil",Consolação,"23 33m 48.8686s S, 46 40m 9.21864s W",-23.5635755,-46.6692211
2625,"Av. Onze de Junho, 1429 - Vila Clementino, São Paulo - SP, 04041-054, Brazil",Vila Clementino,"23 36m 5.31936s S, 46 39m 2.48616s W",-23.601473,-46.6506721
2626,"Condominio Edifício Morada Leonardo da Vinci - Av. Leonardo da Vinci - Vila Guarani, São Paulo - SP, 04313-001, Brazil",Vila Guarani,"23 38m 26.3818s S, 46 38m 22.3112s W",-23.6406963,-46.6395026
2627,"Rua Tupi, 387 - Santa Cecilia, São Paulo - SP, 01233-001, Brazil",Santa Cecilia,"23 32m 6.27108s S, 46 39m 40.5929s W",-23.5350702,-46.6613873
2628,"Rua Aimberê, 607 - Perdizes, São Paulo - SP, 05018-010, Brazil",Perdizes,"23 32m 9.18312s S, 46 40m 48.8986s W",-23.5358501,-46.6802777
2629,"Praça Crescilda Ambuba, 321 - Vila Suzana, São Paulo - SP, 05642-030, Brazil",Vila Suzana,"23 37m 23.1953s S, 46 44m 12.727s W",-23.6230611,-46.7368074
2630,"Alameda dos Aicás, 1404 - Indianópolis, São Paulo - SP, 04086-003, Brazil",Indianópolis,"23 36m 50.6185s S, 46 39m 47.3044s W",-23.614059,-46.6631349
2631,"Av. Engenheiro Luís Gomes Cardim Sangirardi, 553 - Vila Mariana, São Paulo - SP, 04112-080, Brazil",Vila Mariana,"23 35m 1.0374s S, 46 37m 44.153s W",-23.5836215,-46.6289314
2632,"R. São Vicente de Paulo, 124 - Santa Cecilia, São Paulo - SP, 01229-010, Brazil",Santa Cecilia,"23 32m 8.4588s S, 46 39m 19.8875s W",-23.535689,-46.655478
2633,"Condomínio e Edifício Saint James - Alameda dos Tupiniquins, 786 - Indianópolis, São Paulo - SP, 06722-370, Brazil",Indianópolis,"23 36m 39.6281s S, 46 39m 31.1879s W",-23.6110078,-46.6586633
2634,"Av. Rebouças, 399 - Cerqueira César, São Paulo - SP, 05401-000, Brazil",Cerqueira César,"23 33m 26.7156s S, 46 39m 58.6685s W",-23.557421,-46.6662968
2635,"Condomínio Edifício São Judas Tadeu - R. Francisco Cruz, 252 - Vila Mariana, São Paulo - SP, 04117-091, Brazil",Vila Mariana,"23 35m 26.7436s S, 46 37m 58.0926s W",-23.5907374,-46.6328
2636,"Alameda Joaquim Eugênio de Lima, 961 - Jardins, São Paulo - SP, 01403-010, Brazil",Jardins,"23 34m 9.70572s S, 46 39m 13.8492s W",-23.5693335,-46.6537776
2637,"R. Paulo Orozimbo, 1162 - Cambuci, São Paulo - SP, 01535-001, Brazil",Cambuci,"23 34m 40.0267s S, 46 37m 36.2158s W",-23.5778214,-46.6266678
2638,"Alameda Sarutaiá, 165 - Jardim Paulista, São Paulo - SP, 01403-010, Brazil",Jardim Paulista,"23 34m 12.4342s S, 46 39m 12.9481s W",-23.5699996,-46.6535696
2639,"Condomínio de Const do Edif Option Park Ipiranga - R. Oliveira Alves, 400 - Ipiranga, São Paulo - SP, 04210-060, Brazil",Ipiranga,"23 35m 8.47284s S, 46 36m 16.4167s W",-23.5856374,-46.6045537
2640,"R. Fradique Coutinho, 441 - Pinheiros, São Paulo - SP, 05416-010, Brazil",Pinheiros,"23 33m 46.449s S, 46 41m 12.386s W",-23.5629025,-46.6867739
2641,"Edifício Bandeirantes - R. Diana, 989 - Perdizes, São Paulo - SP, 05019-000, Brazil",Perdizes,"23 32m 11.9245s S, 46 41m 0.70116s W",-23.5366378,-46.6835395
2642,"R. Piauí, 192 - Higienópolis, São Paulo - SP, 01302-000, Brazil",Higienópolis,"23 32m 51.859s S, 46 39m 10.9494s W",-23.5477427,-46.6531602
2643,"Rua Taquari, 941 - Mooca, São Paulo - SP, 03166-001, Brazil",Mooca,"23 32m 55.2347s S, 46 35m 43.2042s W",-23.5486537,-46.5953517
2644,"R. Alves Guimarães, 848 - Pinheiros, São Paulo - SP, 05410-001, Brazil",Pinheiros,"23 33m 18.6797s S, 46 40m 42.3988s W",-23.5551168,-46.6785744
2645,"R. Guimarães Passos, 628 - Vila Mariana, São Paulo - SP, 04107-031, Brazil",Vila Mariana,"23 34m 55.0405s S, 46 37m 53.5415s W",-23.5819271,-46.6315191
2646,"R. Carlos Weber, 457 - Vila Leopoldina, São Paulo - SP, 05303-000, Brazil",Vila Leopoldina,"23 31m 30.6167s S, 46 43m 57.9972s W",-23.5253036,-46.732747
2647,"Rua Tabapuã, 34 - Itaim Bibi, São Paulo - SP, 04533-000, Brazil",Itaim Bibi,"23 34m 54.0775s S, 46 40m 16.2718s W",-23.5817252,-46.6711278
2648,"Condomínio Edifício Mallard - Rua Machado Bitencourt, 413 - Vila Clementino, São Paulo - SP, 04002-010, Brazil",Vila Clementino,"23 36m 3.47076s S, 46 38m 17.601s W",-23.6009611,-46.6383135
2649,"R. Maria Bucalem Haddad, 192 - Cursino, São Paulo - SP, 04125-010, Brazil",Cursino,"23 36m 0.97272s S, 46 37m 12.9911s W",-23.6002679,-46.6203513
2650,"R. Prof. José Horácio Meirelles Teixeira, 610 - Vila Suzana, São Paulo - SP, 05630-130, Brazil",Vila Suzana,"23 36m 42.592s S, 46 44m 9.11724s W",-23.6118574,-46.7359158
2651,"R. Canário, 900 - Moema, São Paulo - SP, 04521-004, Brazil",Moema,"23 36m 10.6247s S, 46 40m 7.51656s W",-23.6030265,-46.6685795
2652,"R. Arminda Fernandes de Almeida, 136 - Vila Mariana, São Paulo - SP, 04117-170, Brazil",Vila Mariana,"23 35m 16.5134s S, 46 37m 35.5127s W",-23.5880182,-46.6264786
2653,"Av. Nove de Julho, 5185 - Jardim Paulista, São Paulo - SP, 01407-200, Brazil",Jardim Paulista,"23 34m 42.974s S, 46 40m 30.4572s W",-23.5784847,-46.6751236
2654,"R. Frei Caneca, 284 - Consolação, São Paulo - SP, 01307-000, Brazil",Consolação,"23 33m 7.7904s S, 46 39m 1.548s W",-23.5521867,-46.6503856
2655,"Av. Moaci, 1531 - Planalto Paulista, São Paulo - SP, 04083-004, Brazil",Planalto Paulista,"23 37m 3.95256s S, 46 39m 20.6359s W",-23.6176358,-46.6556604
2656,"R. do Boqueirão, 185 - Vila da Saúde, São Paulo - SP, 04293-000, Brazil",Vila da Saúde,"23 37m 15.87s S, 46 37m 1.75836s W",-23.6212587,-46.6171303
2657,"R. Cel. Joviniano Brandão, 341 - Vila Prudente, São Paulo - SP, 03127-175, Brazil",Vila Prudente,"23 34m 30.9058s S, 46 35m 8.38284s W",-23.5752392,-46.5857729
2658,"Condomínio Edifício Barata Ribeiro - R. Barata Ribeiro, 396 - Cerqueira César, São Paulo - SP, 01308-000, Brazil",Cerqueira César,"23 33m 23.8453s S, 46 39m 14.5807s W",-23.556636,-46.654043
2659,"R. Dona Antônia de Queirós, 436 - Consolação, São Paulo - SP, 01307-013, Brazil",Consolação,"23 32m 58.1345s S, 46 39m 13.5932s W",-23.5495135,-46.6538344
2660,"R. Balthazar da Veiga, 114b - Vila Nova Conceição, São Paulo - SP, 04510-000, Brazil",Vila Nova Conceição,"23 35m 40.083s S, 46 40m 3.1152s W",-23.5945369,-46.6675793
2661,"R. Batataes, 304 - Jardim Paulista, São Paulo - SP, 01423-010, Brazil",Jardim Paulista,"23 34m 14.9016s S, 46 39m 24.098s W",-23.5707113,-46.6566558
2662,"R. Novo Horizonte, 2424 - Higienópolis, São Paulo - SP, 01244-020, Brazil",Higienópolis,"23 33m 11.3234s S, 46 39m 42.9376s W",-23.5531288,-46.6618411
2663,"R. Artur Prado, 434 - Bela Vista, São Paulo - SP, 01322-000, Brazil",Bela Vista,"23 33m 50.8867s S, 46 38m 37.2354s W",-23.5641199,-46.6436357
2664,"R. Dr. Renato Paes de Barros, 487 - Itaim Bibi, São Paulo - SP, 04530-000, Brazil",Itaim Bibi,"23 34m 58.4281s S, 46 40m 26.076s W",-23.5830109,-46.6740103
2665,"Av. Portugal, 220 - Brooklin, São Paulo - SP, 04559-000, Brazil",Brooklin,"23 36m 41.6063s S, 46 40m 43.0572s W",-23.6115758,-46.6786796
2666,"R. Aleixo Garcia, 40 - Vila Olímpia, São Paulo - SP, 04545-010, Brazil",Vila Olímpia,"23 35m 45.3426s S, 46 40m 39.5566s W",-23.5959696,-46.6776174
2667,"R. João de Sousa Dias, 983 - Campo Belo, São Paulo - SP, 04618-003, Brazil",Campo Belo,"23 37m 11.0773s S, 46 40m 36.7993s W",-23.6197437,-46.6768887
2668,"Av. Divino Salvador, 20 - Indianópolis, São Paulo - SP, 04078-010, Brazil",Indianópolis,"23 36m 15.8407s S, 46 39m 38.2514s W",-23.6043222,-46.6607536
2669,"R. Ventura Ladalardo, 54 - Jardim Fonte do Morumbi, São Paulo - SP, 05704-140, Brazil",Jardim Fonte do Morumbi,"23 37m 40.8734s S, 46 43m 8.02956s W",-23.6280641,-46.718925
2670,"Alameda dos Guaramomis, 325 - Planalto Paulista, São Paulo - SP, 04076-010, Brazil",Planalto Paulista,"23 36m 32.5235s S, 46 39m 18.4367s W",-23.6091099,-46.6552448
2671,"Av. Leonardo da Vinci, 383 - Vila Guarani (Zona Sul), São Paulo - SP, 04313-000, Brazil",Vila Guarani (Zona Sul),"23 38m 11.3262s S, 46 38m 16.4252s W",-23.6365067,-46.6379238
2672,"R. Gaivota, 188 - Indianópolis, São Paulo - SP, 04522-030, Brazil",Indianópolis,"23 35m 55.4989s S, 46 39m 47.5625s W",-23.5988351,-46.6631982
2673,"Rua Cayowaá, 1915 - Perdizes, São Paulo - SP, 01258-011, Brazil",Perdizes,"23 32m 38.6207s S, 46 41m 14.8477s W",-23.544033,-46.687563
2674,"R. Carlos Sampaio, 25 - Bela Vista, São Paulo - SP, 01333-021, Brazil",Bela Vista,"23 33m 59.7452s S, 46 38m 42.7524s W",-23.5666844,-46.6452525
2675,"R. Maria Curupaiti, 1309 - Vila Ester (Zona Norte), São Paulo - SP, 02452-002, Brazil",Vila Ester (Zona Norte),"23 29m 46.2667s S, 46 38m 43.0782s W",-23.4961716,-46.6452058
2676,"Condomínio Edifício Miriam II - R. Miriam, 321 - Jardim da Gloria, São Paulo - SP, 01547-100, Brazil",Jardim da Gloria,"23 35m 3.05664s S, 46 37m 5.56212s W",-23.5841828,-46.6182101
2677,"Condomínio Edifício Blair House - Alameda Franca, 1645 - Cerqueira César, São Paulo - SP, 01422-005, Brazil",Cerqueira César,"23 33m 30.2699s S, 46 40m 3.77796s W",-23.5584083,-46.6677161
2678,"Condomínio Edifício Dona Paulina - R. Dr. Rafael de Barros, 486 - Paraíso, São Paulo - SP, 04003-043, Brazil",Paraíso,"23 34m 24.2263s S, 46 38m 55.4906s W",-23.5734673,-46.6486872
2679,"R. Guarujá, 88 - Vila da Saúde, São Paulo - SP, 04052-110, Brazil",Vila da Saúde,"23 36m 34.5917s S, 46 38m 30.408s W",-23.6096319,-46.6416984
2680,"Condomínio Edifício Iraniz - Rua Peixoto Gomide, 268 - Cerqueira César, São Paulo - SP, 01409-000, Brazil",Cerqueira César,"23 33m 22.6076s S, 46 39m 20.4278s W",-23.556279,-46.6556762
2681,"R. Dr. Augusto de Miranda, 1305 - Pompeia, São Paulo - SP, 05026-001, Brazil",Pompeia,"23 32m 3.08652s S, 46 41m 30.6532s W",-23.5341397,-46.6918775
2682,"R. Juréia, 956 - Chácara Inglesa, São Paulo - SP, 04140-110, Brazil",Chácara Inglesa,"23 36m 20.8782s S, 46 37m 49.5869s W",-23.6056987,-46.6304253
2683,"R. Cristiano Viana, 1210 - Pinheiros, São Paulo - SP, 05411-002, Brazil",Pinheiros,"23 33m 11.0459s S, 46 40m 53.0875s W",-23.5531633,-46.6814361
2684,"R. Pensilvânia, 360 - Brooklin Novo, São Paulo - SP, 04564-000, Brazil",Brooklin Novo,"23 36m 51.2608s S, 46 40m 59.3278s W",-23.614304,-46.683129
2685,"Edifício Jardim São Paulo - R. Dr. Martins de Oliveira, 312 - Butantã, São Paulo - SP, 05638-030, Brazil",Butantã,"23 36m 29.4793s S, 46 44m 21.7248s W",-23.6081802,-46.7393635
2686,"R. Conselheiro Brotero, 1133 - Santa Cecilia, São Paulo - SP, 01232-011, Brazil",Santa Cecilia,"23 32m 11.58s S, 46 39m 39.8448s W",-23.5365906,-46.6611112
2687,"R. Dr. Diogo de Faria, 1104 - Vila Clementino, São Paulo - SP, 04037-003, Brazil",Vila Clementino,"23 35m 42.7639s S, 46 38m 50.329s W",-23.595161,-46.647183
2688,"Rua Coronel Melo de Oliveira, 697 - Pompeia, São Paulo - SP, 05011-040, Brazil",Pompeia,"23 31m 54.4649s S, 46 41m 18.1511s W",-23.5317926,-46.6883844
2689,"R. dos Caetés, 878 - Sumaré, São Paulo - SP, 05016-080, Brazil",Sumaré,"23 32m 27.6436s S, 46 40m 38.9107s W",-23.5410183,-46.6774729
2690,"Condomínio Edifício Glaucia - R. Croata, 451 - Vila Augusto, São Paulo - SP, 05056-020, Brazil",Vila Augusto,"23 31m 56.1212s S, 46 42m 18.7859s W",-23.532263,-46.705242
2691,"R. do Manifesto, 2707 - Ipiranga, São Paulo - SP, 04209-003, Brazil",Ipiranga,"23 35m 50.6098s S, 46 35m 57.5981s W",-23.5973905,-46.5994031
2692,"Av. Giovanni Gronchi, 4791 - Vila Andrade, São Paulo - SP, 05724-003, Brazil",Vila Andrade,"23 37m 17.2452s S, 46 44m 0.11868s W",-23.6212347,-46.7335488
2693,"R. Vicente Leporace, 1204 - Campo Belo, São Paulo - SP, 04619-033, Brazil",Campo Belo,"23 37m 32.2176s S, 46 40m 13.7186s W",-23.6255749,-46.6706481
2694,"Condomínio Edifício Guarapere - R. Minerva, 149 - Perdizes, São Paulo - SP, 05007-030, Brazil",Perdizes,"23 32m 1.37652s S, 46 40m 20.9064s W",-23.5336781,-46.6725322
2695,"Condomínio Edifício Samambaia - R. Itacolomi, 280 - Higienópolis, São Paulo - SP, 01239-020, Brazil",Higienópolis,"23 32m 46.0961s S, 46 39m 22.7354s W",-23.5461167,-46.656214
2696,"Condomínio Edifício Barão da Serra - R. Serra de Japi, 313 - Tatuapé, São Paulo - SP, 03309-000, Brazil",Tatuapé,"23 32m 28.5641s S, 46 34m 10.8289s W",-23.5412707,-46.5696919
2697,"Rua Cayowaá, 1770 - Perdizes, São Paulo - SP, 01258-010, Brazil",Perdizes,"23 32m 34.6034s S, 46 41m 13.2648s W",-23.543006,-46.686976
2698,"R. João Moura, 2381 - Pinheiros, São Paulo - SP, 05412-004, Brazil",Pinheiros,"23 32m 55.0748s S, 46 41m 18.1007s W",-23.5486036,-46.6883323
2699,"R. Cubatão, 929 - Vila Mariana, São Paulo - SP, 04013-043, Brazil",Vila Mariana,"23 34m 47.3574s S, 46 38m 29.3748s W",-23.579621,-46.641502
2700,"R. João Moura, 1111 - Pinheiros, São Paulo - SP, 05412-002, Brazil",Pinheiros,"23 33m 22.6418s S, 46 40m 50.6154s W",-23.5562102,-46.6807261
2701,"R. Nova York, 730 - Brooklin, São Paulo - SP, 04560-001, Brazil",Brooklin,"23 36m 44.312s S, 46 40m 53.7449s W",-23.6122873,-46.6814816
2702,"Av. Itaboraí, 457 - Chácara Inglesa, São Paulo - SP, 04135-000, Brazil",Chácara Inglesa,"23 36m 29.4973s S, 46 37m 46.4732s W",-23.6081891,-46.6295603
2703,"Alameda Joaquim Eugênio de Lima, 104 - Jardim Paulista, São Paulo - SP, 01403-000, Brazil",Jardim Paulista,"23 33m 48.2904s S, 46 38m 53.8066s W",-23.5634554,-46.6482392
2704,"Condomínio Edifício Messina - R. Indiana, 86 - Brooklin Novo, São Paulo - SP, 04562-000, Brazil",Brooklin Novo,"23 36m 51.2557s S, 46 40m 47.5284s W",-23.6142406,-46.6798803
2705,"R. Cônego Eugênio Leite, 511 - Pinheiros, São Paulo - SP, 05414-011, Brazil",Pinheiros,"23 33m 49.3088s S, 46 40m 50.4314s W",-23.5635683,-46.6807657
2706,"R. Martiniano de Carvalho, 671 - Bela Vista, São Paulo - SP, 01321-001, Brazil",Bela Vista,"23 33m 53.1907s S, 46 38m 32.7059s W",-23.5647276,-46.6425302
2707,"R. Baluarte, 76 - Itaim Bibi, São Paulo - SP, 04549-010, Brazil",Itaim Bibi,"23 36m 0.909s S, 46 40m 30.9223s W",-23.6002409,-46.6752691
2708,"R. Rio de Janeiro, 33 - Higienópolis, São Paulo - SP, 01240-010, Brazil",Higienópolis,"23 32m 27.6472s S, 46 39m 41.2571s W",-23.5409488,-46.6616304
2709,"R. Dr. Oscar Monteiro de Barros, 517 - Vila Suzana, São Paulo - SP, 05641-010, Brazil",Vila Suzana,"23 37m 13.6711s S, 46 44m 15.2574s W",-23.6204037,-46.7375965
2710,"Rua dos Três Irmãos, 293 - Vila Progredior, São Paulo - SP, 05615-190, Brazil",Vila Progredior,"23 35m 13.4779s S, 46 43m 0.92172s W",-23.5871051,-46.7169772
2711,"R. Dr. Brasílio Machado, 287 - Santa Cecilia, São Paulo - SP, 01230-010, Brazil",Santa Cecilia,"23 32m 16.8122s S, 46 39m 32.5642s W",-23.5379874,-46.6590028
2712,"R. Ouro Branco, 150 - Jardim Paulista, São Paulo - SP, 01425-080, Brazil",Jardim Paulista,"23 34m 16.0381s S, 46 39m 41.9767s W",-23.5710872,-46.6616997
2713,"R. Bom Sucesso, 1477 - Cidade Mãe do Céu, São Paulo - SP, 03305-000, Brazil",Cidade Mãe do Céu,"23 33m 5.13288s S, 46 34m 31.7032s W",-23.5514397,-46.5755293
2714,"Condomínio EDIFICI0 Valentina - Av. do Café, 498 - Vila Guarani, São Paulo - SP, 04311-001, Brazil",Vila Guarani,"23 38m 0.2778s S, 46 38m 17.5124s W",-23.6333803,-46.6382285
2715,"R. Ibaragui Nissui, 39 - Jardim Vila Mariana, São Paulo - SP, 04116-200, Brazil",Jardim Vila Mariana,"23 35m 26.093s S, 46 37m 37.8674s W",-23.5905051,-46.6271104
2716,"R. Antônio de Macedo Soares, 878 - Campo Belo, São Paulo - SP, 04607-000, Brazil",Campo Belo,"23 37m 25.4107s S, 46 40m 34.7534s W",-23.6237252,-46.6763204
2717,"Av. Lino de Almeida Pires, 568 - Vila Guarani (Zona Sul), São Paulo - SP, 04317-180, Brazil",Vila Guarani (Zona Sul),"23 38m 36.1964s S, 46 38m 4.6248s W",-23.643513,-46.6345224
2718,"Condomínio Edifício Itamarati - Av. Higienópolis, 147 - Higienópolis, São Paulo - SP, 01241, Brazil",Higienópolis,"23 32m 41.9575s S, 46 39m 12.4409s W",-23.5449849,-46.6534554
2719,"R. Nova York, 185 - Brooklin, São Paulo - SP, 04560-000, Brazil",Brooklin,"23 36m 56.9642s S, 46 41m 7.45584s W",-23.6158722,-46.6853623
2720,"Rua Constantino de Sousa, 1032 - Campo Belo, São Paulo - SP, 04605-003, Brazil",Campo Belo,"23 37m 13.2661s S, 46 40m 36.1477s W",-23.6204139,-46.6765973
2721,"R. José Maria Lisboa, 304 - CJ 11 - Jardim Paulista, São Paulo - SP, 01423-000, Brazil",Jardim Paulista,"23 34m 11.9388s S, 46 39m 20.2432s W",-23.5699535,-46.6556607
2722,"Alameda Ribeirão Preto, 548 - Bela Vista, São Paulo - SP, 01331-001, Brazil",Bela Vista,"23 33m 43.4459s S, 46 39m 5.52024s W",-23.5621633,-46.6515602
2723,"R. Maria Bucalem Haddad, 109 - Cursino, São Paulo - SP, 04125-010, Brazil",Cursino,"23 36m 3.03696s S, 46 37m 14.8577s W",-23.6008436,-46.6207938
2724,"Condomínio Edifício Nobel - Av. Higienópolis, 375 - Higienópolis, São Paulo - SP, 01238-001, Brazil",Higienópolis,"23 32m 39.3511s S, 46 39m 20.0477s W",-23.54431,-46.6556078
2725,"R. Dionísio da Costa, 31 - Vila Mariana, São Paulo - SP, 04117-110, Brazil",Vila Mariana,"23 35m 21.386s S, 46 37m 40.48s W",-23.5893844,-46.6278914
2726,"R. Azevedo Macedo, 57 - Vila Mariana, São Paulo - SP, 04013-060, Brazil",Vila Mariana,"23 34m 51.5665s S, 46 38m 24.0256s W",-23.5809781,-46.6400345
2727,"R. Monte Alegre, 502 - Perdizes, São Paulo - SP, 05014-000, Brazil",Perdizes,"23 32m 5.38152s S, 46 40m 5.09052s W",-23.5348355,-46.6681023
2728,"R. Augusta, 434 - Consolação, São Paulo - SP, 01304-000, Brazil",Consolação,"23 33m 4.33008s S, 46 39m 0.77436s W",-23.5512139,-46.6502107
2729,"R. Heitor Peixoto, 863 - Cambuci, São Paulo - SP, 01543-001, Brazil",Cambuci,"23 34m 33.3167s S, 46 37m 8.12244s W",-23.5759277,-46.6188836
2730,"R. Eng. Isaac Milder, 362 - Vila Morumbi, São Paulo - SP, 05650-000, Brazil",Vila Morumbi,"23 36m 50.535s S, 46 42m 20.335s W",-23.6140411,-46.7056731
2731,"R. Lucrécia Maciel, 286 - Vila Guarani (Zona Sul), São Paulo - SP, 04314-130, Brazil",Vila Guarani (Zona Sul),"23 38m 9.48984s S, 46 38m 13.8764s W",-23.6359422,-46.6371722
2732,"Condomínio Edifício Hawai - R. Prof. Vahia de Abreu, 275 - Vila Olímpia, São Paulo - SP, 04549-001, Brazil",Vila Olímpia,"23 36m 11.3371s S, 46 40m 38.3581s W",-23.6030652,-46.6772769
2733,"R. Nova Cidade, 524 - Vila Olímpia, São Paulo - SP, 04547-071, Brazil",Vila Olímpia,"23 36m 2.3238s S, 46 40m 53.6081s W",-23.6006321,-46.6815318
2734,"Condomínio Edifício Shelly - R. Fernandes Moreira, 95 - Cidade Monções, São Paulo - SP, 04716-000, Brazil",Cidade Monções,"23 38m 8.62476s S, 46 41m 47.7218s W",-23.6357737,-46.6965132
2735,"R. Mourato Coelho, 738 - Pinheiros, São Paulo - SP, 05407-002, Brazil",Pinheiros,"23 33m 39.7688s S, 46 41m 20.6542s W",-23.5610469,-46.6890706
2736,"R. Pitangueiras, 222 - Vila da Saúde, São Paulo - SP, 04052-020, Brazil",Vila da Saúde,"23 36m 38.1485s S, 46 38m 23.4802s W",-23.6105948,-46.639882
2737,"R. Santo Antônio, 597 - CJ 35B - Bela Vista, São Paulo - SP, 01314-000, Brazil",Bela Vista,"23 33m 5.18976s S, 46 38m 38.5591s W",-23.551443,-46.644031
